,class,details
145,2790," manufacture of other electrical equipment This class includes the manufacture of miscellaneous electrical equipment other than motors, generators and transformers, batteries and accumulators, wires and wiring devices, lighting equipment or domestic appliances Manufacture of other electrical equipment nan"
146,2811," manufacture of engines and turbines, except aircraft, vehicle and cycle engines This class includes manufacture of internal combustion piston engines, except motor vehicle, aircraft and cycle propulsion engines (marine engines, railway engines), manufacture of pistons, piston rings, carburetors and such for all internal combustion engines, diesel engines etc. ; manufacture of inlet and exhaust valves of internal combustion engines, manufacture of turbines and parts thereof, manufacture of boiler-turbine sets, manufacture of turbine- generator sets This class excludes: #NAME? 2710 - manufacture of prime mover generator sets (except turbine generator sets), see 2710 #NAME? engines, see 2790 #NAME? 2910, 3030, 3091 - manufacture of turbojets and turbo propellers, see 3030 Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
147,2812," Manufacture of fluid power equipment This class includes manufacture of hydraulic and pneumatic components (including hydraulic pumps, hydraulic motors, hydraulic and pneumatic cylinders, hydraulic and pneumatic valves, hydraulic and pneumatic hose and fittings), manufacture of air preparation equipment for use in pneumatic systems, manufacture of fluid power systems, manufacture of hydraulic transmission equipment This class excludes: - manufacture of compressors, see 2813 #NAME? 2813 - manufacture of mechanical transmission equipment, see 2814 Manufacture of fluid power equipment"
148,2813," manufacture of other pumps, compressors, taps and valves This class excludes: #NAME? materials, see 2219, 2310 or 2393 - manufacture of hydraulic transmission equipment, see 2812 - manufacture of inlet and exhaust valves of internal combustion engines, see 2811 Manufacture of hand pumps Manufacture of other pumps, compressors, taps and valves etc."
149,2814," manufacture of bearings, gears, gearing and driving elements This class includes manufacture of ball and roller bearings and parts thereof, manufacture of mechanical power transmission equipment, manufacture of gears, gearing and gear boxes and other speed changers, manufacture of clutches and shaft couplings, manufacture of flywheels and pulleys, manufacture of articulated link chain, manufacture of power transmission chain This class excludes: - manufacture of other chain, see 2599 - manufacture of (electromagnetic) clutches, see 2930 #NAME? identifiable as parts of vehicles or aircraft, see divisions 29 and 30 Manufacture of bearings, gears, gearing and driving elements"
150,2815," manufacture of ovens, furnaces and furnace burners This class includes manufacture of electrical and other industrialand laboratory furnaces and ovens, including incinerators, manufactureof burners, manufacture of permanent mount electric space heaters, electric swimming pool heaters, manufacture of permanent mount non-electric household heating equipment, such as solar heating, steam heating, oil heat and similar furnaces and heating equipment, manufacture of electric household-type furnaces (electric forced air furnaces, heat pumps, etc.), non- electric household forced air furnaces, manufacture of mechanical stokers, grates, ash dischargers etc. This class excludes: - manufacture of household ovens, see 2750 - manufacture of agricultural dryers, see 2825 - manufacture of bakery ovens, see 2825 #NAME? 2829 - manufacture of medical, surgical or laboratory sterilizers, see 3250 - manufacture of (dental) laboratory furnaces, see 3250 Manufacture of ovens, furnaces and furnace burners"
151,2816," manufacture of lifting and handling equipment This class excludes: #NAME? use, see 2824 #NAME? 2824 - manufacture of industrial robots for multiple uses, see 2829 - manufacture of floating cranes, railway cranes, crane-lorries, see 3011, 3020 - installation of lifts and elevators, see 4329 Manufacture of lifts, escalators and moving walkways Manufacture of other lifting and handling equipment and parts thereof"
152,2817," Manufacture of office machinery and equipment This class includes manufacture of calculating machines, manufacture of adding machines, cash registers, manufacture of calculators, electronic or not, manufacture of postage meters, mail handling machines, collating machinery, manufacture of typewriters, manufacture of stenography machines, manufacture of office-type binding equipment (i.e. plastic or tape binding), manufacture of cheque writing machines, manufacture of coin counting and coin wrapping machinery, manufacture of pencil sharpeners, manufacture of staplers and staple removers, manufacture of voting machines, manufacture of tape dispensers, manufacture of hole punches, manufacture of cash registers, mechanically operated, manufacture of photocopy machines, manufacture of toner cartridges, manufacture of blackboards; white boards and marker boards, manufacture of dictating machines This class excludes: - manufacture of computers and peripheral equipment, see 2620 Manufacture of office machinery and equipment"
153,2818, manufacture of power-driven hand tools Manufacture of power-driven hand tools
154,2819," manufacture of other general-purpose machinery This class excludes: - manufacture of sensitive (laboratory-type) balances, see 2651 - manufacture of domestic refrigerating or freezing equipment, see 2750 - manufacture of domestic fans, see 2750 - manufacture of electrical welding and soldering equipment, see 2790 - manufacture of agricultural spraying machinery, see 2821 #NAME? 2823, 2829 #NAME? food, see 2825 - manufacture of cream separators, see 2825 - manufacture of commercial clothes dryers, see 2826 - manufacture of textile printing machinery, see 2826 Manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major components Manufacture of air-conditioning machines, including motor vehicles air- conditioners Manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream cleaning machines etc. Manufacture of weighing machinery (other than sensitive laboratory balances) Manufacture of filtering and purifying machinery or apparatus for liquids and gases Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)"
