,group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
1736,,,,"- manufacture of consumer audio and video equipment, see 2640",,,,,,,,
1737,,,,#NAME?,,,,,,,,
1738,,,,"communications equipment, see 2610",,,,,,,,
1739,,,,"- manufacture of internal/external computer modems (PC-type), see 2610",,,,,,,,
1740,,,,"- manufacture of electronic scoreboards, see 2790",,,,,,,,
1741,,,,"- manufacture of traffic lights, see 2790",,,,,,,,
1742,,,26301,"Manufacture of radio and television studio and broadcasting equipment,",,,,,,,,
1743,,,,including television cameras,,,,,,,,
1744,,,26302,"Manufacture of telephone and facsimile equipment, including telephone",,,,,,,,
1745,,,,"answering machines, PBX",,,,,,,,
1746,,,26303,"Manufacture of data communications equipment, such as bridges, routers,",,,,,,,,
1747,,,,and gateways,,,,,,,,
1748,,,26304,"Manufacture of cable television equipment, transmitting and receiving",,,,,,,,
1749,,,,"antenna including dish, VSAT",,,,,,,,
1750,,,26305,"Manufacture of pagers, cellular phones and other mobile communication",,,,,,,,
1751,,,,equipment,,,,,,,,
1752,,,26309,Manufacture of other communication equipments n.e.c.,,,,,,,,
1753,264,,,manufacture of consumer electronics,,,,,,,,
1754,,2640,,manufacture of consumer electronics,,,,,,,,
1755,,,,This class includes the manufacture of electronic audio and video equipment,,,,,,,,
1756,,,,"for home entertainment, motor vehicle, public address systems and musical",,,,,,,,
1757,,,,instrument amplification Sub class Description,,,,,,,,
1758,,,,This class excludes:,,,,,,,,
1759,,,,#NAME?,,,,,,,,
1760,,,1820,1820,,,,,,,,
1761,,,,#NAME?,,,,,,,,
1762,,,2620,2620,,,,,,,,
1763,,,,"- manufacture of telephone answering machines, see 2630",,,,,,,,
1764,,,,"- manufacture of paging equipment, see 2630",,,,,,,,
1765,,,,"- manufacture of remote control devices (radio and infrared), see 2630",,,,,,,,
1766,,,,"- manufacture of broadcast studio equipment such as reproduction equipment,",,,,,,,,
1767,,,,"transmitting and receiving antennas, commercial video cameras, see 2630",,,,,,,,
1768,,,,"- manufacture of electronic games with fixed (non-replaceable) software,",,,,,,,,
1769,,,,see 3240,,,,,,,,
1770,,,26401,"Manufacture of televisions, television monitors and displays",,,,,,,,
1771,,,26402,Manufacture video cassette recorders and duplicating equipment,,,,,,,,
1772,,,26403,Manufacture of audio recording and duplicating systems,,,,,,,,
1773,,,26404,Manufacture of radio receivers,,,,,,,,
1774,,,26405,"Manufacture of stereo equipment, speaker systems, amplifiers for musical",,,,,,,,
1775,,,,"instruments and public address systems, microphones, karaoke machines,",,,,,,,,
1776,,,,"headphones (e.g. radio, stereo, computer)",,,,,,,,
1777,,,26406,Manufacture of CD and DVD players,,,,,,,,
1778,,,26409,Manufacture of other electronic consumer goods n.e.c. (this includes non-,,,,,,,,
1779,,,,television video camera),,,,,,,,
1780,265,,,"manufacture of measuring, testing, navigating and control equipment;",,,,,,,,
1781,,,,watches and clocks,,,,,,,,
1782,,2651,,"manufacture of measuring, testing, navigating and control equipment",,,,,,,,
1783,,,,This class excludes:,,,,,,,,
1784,,,,"- manufacture of telephone answering machines, see 2630",,,,,,,,
1785,,,,"- manufacture of medical testing and irradiation equipment, see 2660",,,,,,,,
1786,,,,"- manufacture of optical positioning equipment, see 2670",,,,,,,,
1787,,,,"- manufacture of dictating machines, see 2817",,,,,,,,
1788,,,,"- manufacture of simple mechanical measuring tools (e.g. measuring tapes,",,,,,,,,
1789,,,,"calipers), see manufacturing class according to main material used",,,,,,,,
1790,,,,"- installation of industrial process control equipment, see 3320",,,,,,,,
1791,,,26511,Manufacture of physical properties testing and inspection equipment,,,,,,,,
1792,,,26512,Manufacture of automotive emissions testing equipment,,,,,,,,
1793,,,26513,"Manufacture of consumption meters for electricity, water or gas, flow meters",,,,,,,,
1794,,,,and counting meters,,,,,,,,
1795,,,26514,Manufacture of meteorological instruments,,,,,,,,
1796,,,26515,"Manufacture of radar equipment, GPS devices, search, detection, navigation,",,,,,,,,
1797,,,,aeronautical and nautical equipment,,,,,,,,
1798,,,26516,Manufacture of laboratory analytical instruments and miscellaneous,,,,,,,,
1799,,,,"laboratory apparatus for measuring and testing such as scales, balances,",,,,,,,,
1800,,,,incubators etc.,,,,,,,,
1801,,,26517,Manufacture of industrial process control equipment,,,,,,,,
1802,,,26519,Manufacture of other measuring n.e.c.,,,,,,,,
1803,,2652,,manufacture of watches and clocks,,,,,,,,
1804,,,,This class excludes:,,,,,,,,
1805,,,,"- manufacture of non-metal watch bands (textile, leather, plastic), see 1512",,,,,,,,
1806,,,,"- manufacture of watch bands of precious metal, see 3211",,,,,,,,
1807,,,,"- manufacture of watch bands of non-precious metal, see 3212",,,,,,,,
1808,,,26521,"Manufacture of watches and clocks, including instrument panel clocks",,,,,,,,
1809,,,,(except time-recording equipment),,,,,,,,
1810,,,26522,"Manufacture of components for clocks and watches (springs, jewels, dials,",,,,,,,,
1811,,,,"hands, plates, bridges and other parts); watch and clock cases, including",,,,,,,,
1812,,,,cases of precious metals,,,,,,,,
1813,,,26523,"Manufacture of time-recording equipments such as time-clock, parking",,,,,,,,
1814,,,,meters etc.,,,,,,,,
1815,,,26529,Manufacture of other watches and clocks n.e.c.,,,,,,,,
1816,266,,,"manufacture of irradiation, electromedical and electrotherapeutic",,,,,,,,
1817,,,,equipment,,,,,,,,
1818,,2660,,"manufacture of irradiation, electromedical and electrotherapeutic",,,,,,,,
1819,,,,equipment,,,,,,,,
1820,,,,This class includes manufacture of electromedical and electrotherapeutic,,,,,,,,
1821,,,,"apparatus, such as MRI scanner, CT scanner, medical ultrasound equipment,",,,,,,,,
1822,,,,"pacemakers, hearing aid, electrocardiographs etc. and irradiation apparatus.",,,,,,,,
1823,,,,"Irradiation can take the form of beta-rays, gamma-rays, X-rays, or other",,,,,,,,
1824,,,,ionizing radiation,,,,,,,,
1825,,,,This class excludes:,,,,,,,,
1826,,,,"- manufacture of tanning beds, see 2829",,,,,,,,
1827,,,26600,"Manufacture of irradiation, electromedical and electrotherapeutic",,,,,,,,
1828,,,,equipment,,,,,,,,
1829,267,,,manufacture of optical instruments and equipment,,,,,,,,
1830,,2670,,manufacture of optical instruments and equipment,,,,,,,,
1831,,,,This class includes the manufacture of optical instruments and lens(except,,,,,,,,
1832,,,,"opthalmic) such binoculars, microscopes, prisms, film and digital cameras",,,,,,,,
1833,,,,etc.,,,,,,,,
1834,,,,This class excludes:,,,,,,,,
1835,,,,"- manufacture of computer projectors, see 2620",,,,,,,,
1836,,,,"- manufacture of commercial TV and video cameras, see 2630",,,,,,,,
1837,,,,"- manufacture of household-type video cameras, see 2640",,,,,,,,
1838,,,,#NAME?,,,,,,,,
1839,,,,"manufacturing class by type of machinery (e.g. medical laser equipment,",,,,,,,,
1840,,,,see 2660),,,,,,,,
1841,,,,"- manufacture of photocopy machinery, see 2817",,,,,,,,
1842,,,,"- manufacture of ophthalmic goods, see 3250",,,,,,,,
1843,,,26700,Manufacture of optical instruments and equipment,,,,,,,,
1844,268,,,manufacture of magnetic and optical media,,,,,,,,
1845,,2680,,manufacture of magnetic and optical media,,,,,,,,
1846,,,,This class includes manufacture of blank magnetic audio and video tapes,,,,,,,,
1847,,,,and cassettes and blank optical discs,,,,,,,,
1848,,,,This class excludes:,,,,,,,,
1849,,,,#NAME?,,,,,,,,
1850,,,1820,1820,,,,,,,,
1851,,,26800,Manufacture of magnetic and optical media,,,,,,,,
1852,,DiviSion 27 : manuFaCture oF eleCtriCal equipment,,,,,,,,,,
1853,271,,,"manufacture of electric motors, generators, transformers and electricity",,,,,,,,
1854,,,,distribution and control apparatus,,,,,,,,
1855,,2710,,"manufacture of electric motors, generators, transformers and electricity",,,,,,,,
1856,,,,distribution and control apparatus,,,,,,,,
1857,,,,"This class includes the manufacture of power, distribution, and specialty",,,,,,,,
1858,,,,"transformers; electric motors, generators and motor generator sets;",,,,,,,,
1859,,,,switchgear and switchboard apparatus; relays and industrial controls. The,,,,,,,,
1860,,,,electrical equipment in this class is for distribution level voltages.,,,,,,,,
1861,,,,This class excludes:,,,,,,,,
1862,,,,#NAME?,,,,,,,,
1863,,,2610,2610,,,,,,,,
1864,,,,#NAME?,,,,,,,,
1865,,,,"instruments, see 2651",,,,,,,,
1866,,,,#NAME?,,,,,,,,
1867,,,,"snap switches, see 2733",,,,,,,,
1868,,,,"- manufacture of electric welding and soldering equipment, see 2790",,,,,,,,
1869,,,,"- manufacture of solid state inverters, rectifiers and converters, see 2790",,,,,,,,
1870,,,,"- manufacture of turbine-generator sets, see 2811",,,,,,,,
1871,,,,#NAME?,,,,,,,,
1872,,,,"engines, see 2930",,,,,,,,
1873,,,27101,Manufacture of power generators (except battery charging alternators for,,,,,,,,
1874,,,,"internal combustion engines), motor generator sets (except turbine generator",,,,,,,,
1875,,,,set units),,,,,,,,
1876,,,27102,"Manufacture of electric power distribution transformers, arc-welding",,,,,,,,
1877,,,,"transformers, fluorescent ballasts, transmission and distribution voltage",,,,,,,,
1878,,,,regulators,,,,,,,,
1879,,,27103,Manufacture of electric motors (except internal combustion engine starting,,,,,,,,
1880,,,,motors),,,,,,,,
1881,,,27104,Manufacture of electricity,distribution,,and control,apparatus,(electrical,,,
1882,,,,apparatus for switching,or,protecting,electrical,circuits,(e.g.,"switches,",,
1883,,,,"fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage",,,,,,,,
1884,,,,"exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for",,,,,,,,
1885,,,,"a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and",,,,,,,,
1886,,,,other bases equipped with two or more of the above apparatus for electricity,,,,,,,,
1887,,,,control or distribution of electricity including power capacitors.),,,,,,,,
1888,272,,,manufacture of batteries and accumulators,,,,,,,,
1889,,2720,,manufacture of batteries and accumulators,,,,,,,,
1890,,,27201,"Manufacture of primary cells and primary batteries nd rechargable batteries,",,,,,,,,
1891,,,,"cells containing manganese oxide, mercuric oxide silver oxide or other",,,,,,,,
1892,,,,material,,,,,,,,
1893,,,27202,"Manufacture of electric accumulator incuding parts thereof (separators,",,,,,,,,
1894,,,,"containers, covers)",,,,,,,,
1895,273,,,manufacture of wiring and wiring devices,,,,,,,,
1896,,2731,,Manufacture of fibre,optic,cables,for data,transmission,,or live,,
1897,,,,transmission of images,,,,,,,,
1898,,,,This class includes manufacture of fiber optic cable for data transmission or,,,,,,,,
1899,,,,live transmission of images,,,,,,,,
1900,,,,This class excludes:,,,,,,,,
1901,,,,"- manufacture of glass fibres or strand, see 2310",,,,,,,,
1902,,,,#NAME?,,,,,,,,
1903,,,,"attachments, see depending on application e.g. 2610",,,,,,,,
1904,,,27310,Manufacture of fibre optic cables for data transmission or live transmission,,,,,,,,
1905,,,,of images,,,,,,,,
1906,,2732,,manufacture of other electronic and electric wires and cables,,,,,,,,
1907,,,,"This class includes manufacture of insulated wire and cable, made of steel,",,,,,,,,
1908,,,,"copper, aluminium",,,,,,,,
1909,,,,This class excludes:,,,,,,,,
1910,,,,"- manufacture (drawing) of wire, see 2410, 2420",,,,,,,,
1911,,,,#NAME?,,,,,,,,
1912,,,,"cable sets or assemblies, see 2610",,,,,,,,
1913,,,,#NAME?,,,,,,,,
1914,,,,"assemblies for automotive applications, see 2930",,,,,,,,
1915,,,27320,Manufacture of other electronic and electric wires and cables (insulated wire,,,,,,,,
1916,,,,"and cable made of steel, copper, aluminium)",,,,,,,,
1917,,2733,,manufacture of wiring devices,,,,,,,,
1918,,,,This class includes the manufacture of current-carrying and non current-,,,,,,,,
1919,,,,carrying wiring devices for electrical circuits regardless of material,,,,,,,,
1920,,,,This class excludes:,,,,,,,,
1921,,,,"- manufacture of ceramic insulators, see 2393",,,,,,,,
1922,,,,#NAME?,,component-type,"connectors,",,sockets,and,,
1923,,,,"switches, see 2610",,,,,,,,
1924,,,27331,"Manufacture of switch, switch box, lamp holders, lugs etc.",,,,,,,,
1925,,,27339,Manufacture of other wiring devices and fittings n.e.c.,,,,,,,,
1926,274,,,manufacture of electric lighting equipment,,,,,,,,
1927,,2740,,manufacture of electric lighting equipment,,,,,,,,
1928,,,,"This class includes manufacture of electric light bulbs and tubes, and parts",,,,,,,,
1929,,,,and components (except glass blanks for electric light bulbs); electric lighting,,,,,,,,
1930,,,,fixture components (except current-carrying wiring devices). Non-electrical,,,,,,,,
1931,,,,lighting equipment is also included in this class,,,,,,,,
1932,,,,This class excludes:,,,,,,,,
1933,,,,"- manufacture of glassware and glass parts for lighting fixtures, see 2310",,,,,,,,
1934,,,,#NAME?,,,,,,,,
1935,,,2733,2733,,,,,,,,
1936,,,,"- manufacture of ceiling fans or bath fans with integrated lighting fixtures,",,,,,,,,
1937,,,,see 2750,,,,,,,,
1938,,,,#NAME?,,,,,,,,
1939,,,,"pedestrian signalling equipment, see 2790",,,,,,,,
1940,,,27400,Manufacture of electric lighting equipment,,,,,,,,
1941,275,,,manufacture of domestic appliances,,,,,,,,
1942,,2750,,manufacture of domestic appliances,,,,,,,,
1943,,,,This class excludes:,,,,,,,,
1944,,,,#NAME?,,,,,,,,
1945,,,,"air-conditioners, attic fans, permanent mount space heaters and commercial",,,,,,,,
1946,,,,"ventilation and exhaust fans, commercial-type cooking equipment;",,,,,,,,
1947,,,,"commercial-type laundry, dry-cleaning and pressing equipment; commercial,",,,,,,,,
1948,,,,"industrial and institutional vacuum cleaners, see division 28",,,,,,,,
1949,,,,"- manufacture of household-type sewing machines, see 2826",,,,,,,,
1950,,,,"- installation of central vacuum cleaning systems, 4329",,,,,,,,
1951,,,27501,"Manufacture of domestic electric appliances such as refrigerators, washing",,,,,,,,
1952,,,,"machines, vacuum cleaners, mixers, grinders etc.",,,,,,,,
1953,,,27502,Manufacture of domestic electrothermic appliances such as electric water,,,,,,,,
1954,,,,"heaters, space heaters, irons, ovens, toasters, microwave ovens etc",,,,,,,,
1955,,,27503,Manufacture of electric fans (except exhaust fans),,,,,,,,
1956,,,27504,Manufacture of domestic non-electric cooking and heating equipment such,,,,,,,,
1957,,,,"as non-electric space heaters, cooking ranges, grates, stoves, water heaters,",,,,,,,,
1958,,,,"cooking appliances, plate warmers",,,,,,,,
1959,,,27509,Manufacture of other domestic appliances n.e.c.,,,,,,,,
1960,279,,,manufacture of other electrical equipment,,,,,,,,
1961,,2790,,manufacture of other electrical equipment,,,,,,,,
1962,,,,This class includes the manufacture of miscellaneous electrical equipment,,,,,,,,
1963,,,,"other than motors, generators and transformers, batteries and accumulators,",,,,,,,,
1964,,,,"wires and wiring devices, lighting equipment or domestic appliances",,,,,,,,
1965,,,27900,Manufacture of other electrical equipment,,,,,,,,
1966,,,DiviSion 28 : manuFaCture oF maChinery anD equipment n.e.C.,,,,,,,,,
1967,281,,,manufacture of general purpose machinery,,,,,,,,
1968,,2811,,"manufacture of engines and turbines, except aircraft, vehicle and cycle",,,,,,,,
1969,,,,engines,,,,,,,,
1970,,,,"This class includes manufacture of internal combustion piston engines,",,,,,,,,
1971,,,,"except motor vehicle, aircraft and cycle propulsion engines (marine engines,",,,,,,,,
1972,,,,"railway engines), manufacture of pistons, piston rings, carburetors and such",,,,,,,,
1973,,,,"for all internal combustion engines, diesel engines etc. ; manufacture of inlet",,,,,,,,
1974,,,,"and exhaust valves of internal combustion engines, manufacture of turbines",,,,,,,,
1975,,,,"and parts thereof, manufacture of boiler-turbine sets, manufacture of turbine-",,,,,,,,
1976,,,,generator sets,,,,,,,,
1977,,,,This class excludes:,,,,,,,,
1978,,,,#NAME?,,,,,,,,
1979,,,2710,2710,,,,,,,,
1980,,,,"- manufacture of prime mover generator sets (except turbine generator sets),",,,,,,,,
1981,,,,see 2710,,,,,,,,
1982,,,,#NAME?,,,,,,,,
1983,,,,"engines, see 2790",,,,,,,,
1984,,,,#NAME?,,,,,,,,
