group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
,,,"pacemakers, hearing aid, electrocardiographs etc. and irradiation apparatus.",,,,,,,,
,,,"Irradiation can take the form of beta-rays, gamma-rays, X-rays, or other",,,,,,,,
,,,ionizing radiation,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of tanning beds, see 2829",,,,,,,,
,,26600,"Manufacture of irradiation, electromedical and electrotherapeutic",,,,,,,,
,,,equipment,,,,,,,,
267,,,manufacture of optical instruments and equipment,,,,,,,,
,2670,,manufacture of optical instruments and equipment,,,,,,,,
,,,This class includes the manufacture of optical instruments and lens(except,,,,,,,,
,,,"opthalmic) such binoculars, microscopes, prisms, film and digital cameras",,,,,,,,
,,,etc.,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of computer projectors, see 2620",,,,,,,,
,,,"- manufacture of commercial TV and video cameras, see 2630",,,,,,,,
,,,"- manufacture of household-type video cameras, see 2640",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"manufacturing class by type of machinery (e.g. medical laser equipment,",,,,,,,,
,,,see 2660),,,,,,,,
,,,"- manufacture of photocopy machinery, see 2817",,,,,,,,
,,,"- manufacture of ophthalmic goods, see 3250",,,,,,,,
,,26700,Manufacture of optical instruments and equipment,,,,,,,,
268,,,manufacture of magnetic and optical media,,,,,,,,
,2680,,manufacture of magnetic and optical media,,,,,,,,
,,,This class includes manufacture of blank magnetic audio and video tapes,,,,,,,,
,,,and cassettes and blank optical discs,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,1820,1820,,,,,,,,
,,26800,Manufacture of magnetic and optical media,,,,,,,,
,DiviSion 27 : manuFaCture oF eleCtriCal equipment,,,,,,,,,,
271,,,"manufacture of electric motors, generators, transformers and electricity",,,,,,,,
,,,distribution and control apparatus,,,,,,,,
,2710,,"manufacture of electric motors, generators, transformers and electricity",,,,,,,,
,,,distribution and control apparatus,,,,,,,,
,,,"This class includes the manufacture of power, distribution, and specialty",,,,,,,,
,,,"transformers; electric motors, generators and motor generator sets;",,,,,,,,
,,,switchgear and switchboard apparatus; relays and industrial controls. The,,,,,,,,
,,,electrical equipment in this class is for distribution level voltages.,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,2610,2610,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"instruments, see 2651",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"snap switches, see 2733",,,,,,,,
,,,"- manufacture of electric welding and soldering equipment, see 2790",,,,,,,,
,,,"- manufacture of solid state inverters, rectifiers and converters, see 2790",,,,,,,,
,,,"- manufacture of turbine-generator sets, see 2811",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"engines, see 2930",,,,,,,,
,,27101,Manufacture of power generators (except battery charging alternators for,,,,,,,,
,,,"internal combustion engines), motor generator sets (except turbine generator",,,,,,,,
,,,set units),,,,,,,,
,,27102,"Manufacture of electric power distribution transformers, arc-welding",,,,,,,,
,,,"transformers, fluorescent ballasts, transmission and distribution voltage",,,,,,,,
,,,regulators,,,,,,,,
,,27103,Manufacture of electric motors (except internal combustion engine starting,,,,,,,,
,,,motors),,,,,,,,
,,27104,Manufacture of electricity,distribution,,and control,apparatus,(electrical,,,
,,,apparatus for switching,or,protecting,electrical,circuits,(e.g.,"switches,",,
,,,"fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage",,,,,,,,
,,,"exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for",,,,,,,,
,,,"a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and",,,,,,,,
,,,other bases equipped with two or more of the above apparatus for electricity,,,,,,,,
,,,control or distribution of electricity including power capacitors.),,,,,,,,
272,,,manufacture of batteries and accumulators,,,,,,,,
,2720,,manufacture of batteries and accumulators,,,,,,,,
,,27201,"Manufacture of primary cells and primary batteries nd rechargable batteries,",,,,,,,,
,,,"cells containing manganese oxide, mercuric oxide silver oxide or other",,,,,,,,
,,,material,,,,,,,,
,,27202,"Manufacture of electric accumulator incuding parts thereof (separators,",,,,,,,,
,,,"containers, covers)",,,,,,,,
273,,,manufacture of wiring and wiring devices,,,,,,,,
,2731,,Manufacture of fibre,optic,cables,for data,transmission,,or live,,
,,,transmission of images,,,,,,,,
,,,This class includes manufacture of fiber optic cable for data transmission or,,,,,,,,
,,,live transmission of images,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of glass fibres or strand, see 2310",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"attachments, see depending on application e.g. 2610",,,,,,,,
,,27310,Manufacture of fibre optic cables for data transmission or live transmission,,,,,,,,
,,,of images,,,,,,,,
,2732,,manufacture of other electronic and electric wires and cables,,,,,,,,
,,,"This class includes manufacture of insulated wire and cable, made of steel,",,,,,,,,
,,,"copper, aluminium",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture (drawing) of wire, see 2410, 2420",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"cable sets or assemblies, see 2610",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"assemblies for automotive applications, see 2930",,,,,,,,
,,27320,Manufacture of other electronic and electric wires and cables (insulated wire,,,,,,,,
,,,"and cable made of steel, copper, aluminium)",,,,,,,,
,2733,,manufacture of wiring devices,,,,,,,,
,,,This class includes the manufacture of current-carrying and non current-,,,,,,,,
,,,carrying wiring devices for electrical circuits regardless of material,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of ceramic insulators, see 2393",,,,,,,,
,,,#NAME?,,component-type,"connectors,",,sockets,and,,
,,,"switches, see 2610",,,,,,,,
,,27331,"Manufacture of switch, switch box, lamp holders, lugs etc.",,,,,,,,
,,27339,Manufacture of other wiring devices and fittings n.e.c.,,,,,,,,
274,,,manufacture of electric lighting equipment,,,,,,,,
,2740,,manufacture of electric lighting equipment,,,,,,,,
,,,"This class includes manufacture of electric light bulbs and tubes, and parts",,,,,,,,
,,,and components (except glass blanks for electric light bulbs); electric lighting,,,,,,,,
,,,fixture components (except current-carrying wiring devices). Non-electrical,,,,,,,,
,,,lighting equipment is also included in this class,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of glassware and glass parts for lighting fixtures, see 2310",,,,,,,,
,,,#NAME?,,,,,,,,
,,2733,2733,,,,,,,,
,,,"- manufacture of ceiling fans or bath fans with integrated lighting fixtures,",,,,,,,,
,,,see 2750,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"pedestrian signalling equipment, see 2790",,,,,,,,
,,27400,Manufacture of electric lighting equipment,,,,,,,,
275,,,manufacture of domestic appliances,,,,,,,,
,2750,,manufacture of domestic appliances,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"air-conditioners, attic fans, permanent mount space heaters and commercial",,,,,,,,
,,,"ventilation and exhaust fans, commercial-type cooking equipment;",,,,,,,,
,,,"commercial-type laundry, dry-cleaning and pressing equipment; commercial,",,,,,,,,
,,,"industrial and institutional vacuum cleaners, see division 28",,,,,,,,
,,,"- manufacture of household-type sewing machines, see 2826",,,,,,,,
,,,"- installation of central vacuum cleaning systems, 4329",,,,,,,,
,,27501,"Manufacture of domestic electric appliances such as refrigerators, washing",,,,,,,,
,,,"machines, vacuum cleaners, mixers, grinders etc.",,,,,,,,
,,27502,Manufacture of domestic electrothermic appliances such as electric water,,,,,,,,
,,,"heaters, space heaters, irons, ovens, toasters, microwave ovens etc",,,,,,,,
,,27503,Manufacture of electric fans (except exhaust fans),,,,,,,,
,,27504,Manufacture of domestic non-electric cooking and heating equipment such,,,,,,,,
,,,"as non-electric space heaters, cooking ranges, grates, stoves, water heaters,",,,,,,,,
,,,"cooking appliances, plate warmers",,,,,,,,
,,27509,Manufacture of other domestic appliances n.e.c.,,,,,,,,
279,,,manufacture of other electrical equipment,,,,,,,,
,2790,,manufacture of other electrical equipment,,,,,,,,
,,,This class includes the manufacture of miscellaneous electrical equipment,,,,,,,,
,,,"other than motors, generators and transformers, batteries and accumulators,",,,,,,,,
,,,"wires and wiring devices, lighting equipment or domestic appliances",,,,,,,,
,,27900,Manufacture of other electrical equipment,,,,,,,,
,,DiviSion 28 : manuFaCture oF maChinery anD equipment n.e.C.,,,,,,,,,
281,,,manufacture of general purpose machinery,,,,,,,,
,2811,,"manufacture of engines and turbines, except aircraft, vehicle and cycle",,,,,,,,
,,,engines,,,,,,,,
,,,"This class includes manufacture of internal combustion piston engines,",,,,,,,,
,,,"except motor vehicle, aircraft and cycle propulsion engines (marine engines,",,,,,,,,
,,,"railway engines), manufacture of pistons, piston rings, carburetors and such",,,,,,,,
,,,"for all internal combustion engines, diesel engines etc. ; manufacture of inlet",,,,,,,,
,,,"and exhaust valves of internal combustion engines, manufacture of turbines",,,,,,,,
,,,"and parts thereof, manufacture of boiler-turbine sets, manufacture of turbine-",,,,,,,,
,,,generator sets,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,2710,2710,,,,,,,,
,,,"- manufacture of prime mover generator sets (except turbine generator sets),",,,,,,,,
,,,see 2710,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"engines, see 2790",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"2910, 3030, 3091",,,,,,,,
,,,"- manufacture of turbojets and turbo propellers, see 3030",,,,,,,,
,,28110,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",,,,,,,,
,,,engines,,,,,,,,
,2812,,Manufacture of fluid power equipment,,,,,,,,
,,,This class includes manufacture of hydraulic and pneumatic components,,,,,,,,
,,,"(including hydraulic pumps, hydraulic motors, hydraulic and pneumatic",,,,,,,,
,,,"cylinders, hydraulic and pneumatic valves, hydraulic and pneumatic hose",,,,,,,,
,,,"and fittings), manufacture of air preparation equipment for use in pneumatic",,,,,,,,
,,,"systems, manufacture of fluid power systems, manufacture of hydraulic",,,,,,,,
,,,transmission equipment,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of compressors, see 2813",,,,,,,,
,,,#NAME?,,,,,,,,
,,2813,2813,,,,,,,,
,,,"- manufacture of mechanical transmission equipment, see 2814",,,,,,,,
,,28120,Manufacture of fluid power equipment,,,,,,,,
,2813,,"manufacture of other pumps, compressors, taps and valves",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"materials, see 2219, 2310 or 2393",,,,,,,,
,,,"- manufacture of hydraulic transmission equipment, see 2812",,,,,,,,
,,,"- manufacture of inlet and exhaust valves of internal combustion engines,",,,,,,,,
,,,see 2811,,,,,,,,
,,28131,Manufacture of hand pumps,,,,,,,,
,,28132,"Manufacture of other pumps, compressors, taps and valves etc.",,,,,,,,
,2814,,"manufacture of bearings, gears, gearing and driving elements",,,,,,,,
,,,"This class includes manufacture of ball and roller bearings and parts thereof,",,,,,,,,
,,,"manufacture of mechanical power transmission equipment, manufacture",,,,,,,,
,,,"of gears, gearing and gear boxes and other speed changers, manufacture",,,,,,,,
,,,"of clutches and shaft couplings, manufacture of flywheels and pulleys,",,,,,,,,
,,,"manufacture of articulated link chain, manufacture of power transmission",,,,,,,,
,,,chain,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of other chain, see 2599",,,,,,,,
,,,"- manufacture of (electromagnetic) clutches, see 2930",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"identifiable as parts of vehicles or aircraft, see divisions 29 and 30",,,,,,,,
,,28140,"Manufacture of bearings, gears, gearing and driving elements",,,,,,,,
,2815,,"manufacture of ovens, furnaces and furnace burners",,,,,,,,
,,,This class includes manufacture of electrical and other industrial,and,,,,,,,
,,,"laboratory furnaces and ovens, including incinerators, manufacture",of,,,,,,,
,,,"burners, manufacture of permanent mount electric space heaters, electric",,,,,,,,
,,,"swimming pool heaters, manufacture of permanent mount non-electric",,,,,,,,
,,,"household heating equipment, such as solar heating, steam heating, oil",,,,,,,,
,,,"heat and similar furnaces and heating equipment, manufacture of electric",,,,,,,,
,,,"household-type furnaces (electric forced air furnaces, heat pumps, etc.), non-",,,,,,,,
,,,"electric household forced air furnaces, manufacture of mechanical stokers,",,,,,,,,
,,,"grates, ash dischargers etc.",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of household ovens, see 2750",,,,,,,,
,,,"- manufacture of agricultural dryers, see 2825",,,,,,,,
,,,"- manufacture of bakery ovens, see 2825",,,,,,,,
,,,#NAME?,,,,,,,,
,,2829,2829,,,,,,,,
,,,"- manufacture of medical, surgical or laboratory sterilizers, see 3250",,,,,,,,
,,,"- manufacture of (dental) laboratory furnaces, see 3250",,,,,,,,
,,28150,"Manufacture of ovens, furnaces and furnace burners",,,,,,,,
,2816,,manufacture of lifting and handling equipment,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,#NAME?,,,,,,,,
,,,"use, see 2824",,,,,,,,
,,,#NAME?,,,,,,,,
,,2824,2824,,,,,,,,
,,,"- manufacture of industrial robots for multiple uses, see 2829",,,,,,,,
,,,"- manufacture of floating cranes, railway cranes, crane-lorries, see 3011,",,,,,,,,
,,3020,3020,,,,,,,,
,,,"- installation of lifts and elevators, see 4329",,,,,,,,
,,28161,"Manufacture of lifts, escalators and moving walkways",,,,,,,,
,,28162,Manufacture of other lifting and handling equipment and parts thereof,,,,,,,,
,2817,,Manufacture of office machinery and equipment,,,,,,,,
,,,"This class includes manufacture of calculating machines, manufacture of",,,,,,,,
,,,"adding machines, cash registers, manufacture of calculators, electronic",,,,,,,,
,,,"or not, manufacture of postage meters, mail handling machines, collating",,,,,,,,
,,,"machinery, manufacture of typewriters, manufacture of stenography",,,,,,,,
,,,"machines, manufacture of office-type binding equipment (i.e. plastic or tape",,,,,,,,
,,,"binding), manufacture of cheque writing machines, manufacture of coin",,,,,,,,
,,,"counting and coin wrapping machinery, manufacture of pencil sharpeners,",,,,,,,,
,,,"manufacture of staplers and staple removers, manufacture of voting machines,",,,,,,,,
,,,"manufacture of tape dispensers, manufacture of hole punches, manufacture of",,,,,,,,
,,,"cash registers, mechanically operated, manufacture of photocopy machines,",,,,,,,,
,,,"manufacture of toner cartridges, manufacture of blackboards; white boards",,,,,,,,
,,,"and marker boards, manufacture of dictating machines",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of computers and peripheral equipment, see 2620",,,,,,,,
,,28170,Manufacture of office machinery and equipment,,,,,,,,
,2818,,manufacture of power-driven hand tools,,,,,,,,
,,28180,Manufacture of power-driven hand tools,,,,,,,,
,2819,,manufacture of other general-purpose machinery,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of sensitive (laboratory-type) balances, see 2651",,,,,,,,
,,,"- manufacture of domestic refrigerating or freezing equipment, see 2750",,,,,,,,
